#,System call,10240,10586,14393,15063,16299,17134,17763,18362,18363,19041,19042,19043,19044,19045,22000,20348,22621,22631,25398,26100,26085
1,NtAcceptConnectPort,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002,0x0002
2,NtAccessCheck,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000,0x0000
3,NtAccessCheckAndAuditAlarm,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029,0x0029
4,NtAccessCheckByType,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063,0x0063
5,NtAccessCheckByTypeAndAuditAlarm,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059,0x0059
6,NtAccessCheckByTypeResultList,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064,0x0064
7,NtAccessCheckByTypeResultListAndAuditAlarm,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065,0x0065
8,NtAccessCheckByTypeResultListAndAuditAlarmByHandle,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066,0x0066
9,NtAcquireCMFViewOwnership,,,,,,,,,,,,,,,,,,,,,
10,NtAcquireCrossVmMutant,,,,,,,,,,0x0067,0x0067,0x0067,0x0067,0x0067,0x0067,0x0067,0x0067,0x0067,0x0067,0x0067,0x0067
11,NtAcquireProcessActivityReference,,,,0x0067,0x0067,0x0067,0x0067,0x0067,0x0067,0x0068,0x0068,0x0068,0x0068,0x0068,0x0068,0x0068,0x0068,0x0068,0x0068,0x0068,0x0068
12,NtAddAtom,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047,0x0047
13,NtAddAtomEx,0x0067,0x0067,0x0067,0x0068,0x0068,0x0068,0x0068,0x0068,0x0068,0x0069,0x0069,0x0069,0x0069,0x0069,0x0069,0x0069,0x0069,0x0069,0x0069,0x0069,0x0069
14,NtAddBootEntry,0x0068,0x0068,0x0068,0x0069,0x0069,0x0069,0x0069,0x0069,0x0069,0x006a,0x006a,0x006a,0x006a,0x006a,0x006a,0x006a,0x006a,0x006a,0x006a,0x006a,0x006a
15,NtAddDriverEntry,0x0069,0x0069,0x0069,0x006a,0x006a,0x006a,0x006a,0x006a,0x006a,0x006b,0x006b,0x006b,0x006b,0x006b,0x006b,0x006b,0x006b,0x006b,0x006b,0x006b,0x006b
16,NtAdjustGroupsToken,0x006a,0x006a,0x006a,0x006b,0x006b,0x006b,0x006b,0x006b,0x006b,0x006c,0x006c,0x006c,0x006c,0x006c,0x006c,0x006c,0x006c,0x006c,0x006c,0x006c,0x006c
17,NtAdjustPrivilegesToken,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041,0x0041
18,NtAdjustTokenClaimsAndDeviceGroups,0x006b,0x006b,0x006b,0x006c,0x006c,0x006c,0x006c,0x006c,0x006c,0x006d,0x006d,0x006d,0x006d,0x006d,0x006d,0x006d,0x006d,0x006d,0x006d,0x006d,0x006d
19,NtAlertMultipleThreadByThreadId,,,,,,,,,,,,,,,,,,,,0x006e,0x006e
20,NtAlertResumeThread,0x006c,0x006c,0x006c,0x006d,0x006d,0x006d,0x006d,0x006d,0x006d,0x006e,0x006e,0x006e,0x006e,0x006e,0x006e,0x006e,0x006e,0x006e,0x006e,0x006f,0x006f
21,NtAlertThread,0x006d,0x006d,0x006d,0x006e,0x006e,0x006e,0x006e,0x006e,0x006e,0x006f,0x006f,0x006f,0x006f,0x006f,0x006f,0x006f,0x006f,0x006f,0x006f,0x0070,0x0070
22,NtAlertThreadByThreadId,0x006e,0x006e,0x006e,0x006f,0x006f,0x006f,0x006f,0x006f,0x006f,0x0070,0x0070,0x0070,0x0070,0x0070,0x0070,0x0070,0x0070,0x0070,0x0070,0x0071,0x0071
23,NtAlertThreadByThreadIdEx,,,,,,,,,,,,,,,,,,,0x0071,0x0072,0x0072
24,NtAllocateLocallyUniqueId,0x006f,0x006f,0x006f,0x0070,0x0070,0x0070,0x0070,0x0070,0x0070,0x0071,0x0071,0x0071,0x0071,0x0071,0x0071,0x0071,0x0071,0x0071,0x0072,0x0073,0x0073
25,NtAllocateReserveObject,0x0070,0x0070,0x0070,0x0071,0x0071,0x0071,0x0071,0x0071,0x0071,0x0072,0x0072,0x0072,0x0072,0x0072,0x0072,0x0072,0x0072,0x0072,0x0073,0x0074,0x0074
26,NtAllocateUserPhysicalPages,0x0071,0x0071,0x0071,0x0072,0x0072,0x0072,0x0072,0x0072,0x0072,0x0073,0x0073,0x0073,0x0073,0x0073,0x0073,0x0073,0x0073,0x0073,0x0074,0x0075,0x0075
27,NtAllocateUserPhysicalPagesEx,,,,,,,,,,0x0074,0x0074,0x0074,0x0074,0x0074,0x0074,0x0074,0x0074,0x0074,0x0075,0x0076,0x0076
28,NtAllocateUuids,0x0072,0x0072,0x0072,0x0073,0x0073,0x0073,0x0073,0x0073,0x0073,0x0075,0x0075,0x0075,0x0075,0x0075,0x0075,0x0075,0x0075,0x0075,0x0076,0x0077,0x0077
29,NtAllocateVirtualMemory,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018,0x0018
30,NtAllocateVirtualMemoryEx,,,,,,0x0074,0x0074,0x0074,0x0074,0x0076,0x0076,0x0076,0x0076,0x0076,0x0076,0x0076,0x0076,0x0076,0x0077,0x0078,0x0078
31,NtAlpcAcceptConnectPort,0x0073,0x0073,0x0073,0x0074,0x0074,0x0075,0x0075,0x0075,0x0075,0x0077,0x0077,0x0077,0x0077,0x0077,0x0077,0x0077,0x0077,0x0077,0x0078,0x0079,0x0079
32,NtAlpcCancelMessage,0x0074,0x0074,0x0074,0x0075,0x0075,0x0076,0x0076,0x0076,0x0076,0x0078,0x0078,0x0078,0x0078,0x0078,0x0078,0x0078,0x0078,0x0078,0x0079,0x007a,0x007a
33,NtAlpcConnectPort,0x0075,0x0075,0x0075,0x0076,0x0076,0x0077,0x0077,0x0077,0x0077,0x0079,0x0079,0x0079,0x0079,0x0079,0x0079,0x0079,0x0079,0x0079,0x007a,0x007b,0x007b
34,NtAlpcConnectPortEx,0x0076,0x0076,0x0076,0x0077,0x0077,0x0078,0x0078,0x0078,0x0078,0x007a,0x007a,0x007a,0x007a,0x007a,0x007a,0x007a,0x007a,0x007a,0x007b,0x007c,0x007c
35,NtAlpcCreatePort,0x0077,0x0077,0x0077,0x0078,0x0078,0x0079,0x0079,0x0079,0x0079,0x007b,0x007b,0x007b,0x007b,0x007b,0x007b,0x007b,0x007b,0x007b,0x007c,0x007d,0x007d
36,NtAlpcCreatePortSection,0x0078,0x0078,0x0078,0x0079,0x0079,0x007a,0x007a,0x007a,0x007a,0x007c,0x007c,0x007c,0x007c,0x007c,0x007c,0x007c,0x007c,0x007c,0x007d,0x007e,0x007e
37,NtAlpcCreateResourceReserve,0x0079,0x0079,0x0079,0x007a,0x007a,0x007b,0x007b,0x007b,0x007b,0x007d,0x007d,0x007d,0x007d,0x007d,0x007d,0x007d,0x007d,0x007d,0x007e,0x007f,0x007f
38,NtAlpcCreateSectionView,0x007a,0x007a,0x007a,0x007b,0x007b,0x007c,0x007c,0x007c,0x007c,0x007e,0x007e,0x007e,0x007e,0x007e,0x007e,0x007e,0x007e,0x007e,0x007f,0x0080,0x0080
39,NtAlpcCreateSecurityContext,0x007b,0x007b,0x007b,0x007c,0x007c,0x007d,0x007d,0x007d,0x007d,0x007f,0x007f,0x007f,0x007f,0x007f,0x007f,0x007f,0x007f,0x007f,0x0080,0x0081,0x0081
40,NtAlpcDeletePortSection,0x007c,0x007c,0x007c,0x007d,0x007d,0x007e,0x007e,0x007e,0x007e,0x0080,0x0080,0x0080,0x0080,0x0080,0x0080,0x0080,0x0080,0x0080,0x0081,0x0082,0x0082
41,NtAlpcDeleteResourceReserve,0x007d,0x007d,0x007d,0x007e,0x007e,0x007f,0x007f,0x007f,0x007f,0x0081,0x0081,0x0081,0x0081,0x0081,0x0081,0x0081,0x0081,0x0081,0x0082,0x0083,0x0083
42,NtAlpcDeleteSectionView,0x007e,0x007e,0x007e,0x007f,0x007f,0x0080,0x0080,0x0080,0x0080,0x0082,0x0082,0x0082,0x0082,0x0082,0x0082,0x0082,0x0082,0x0082,0x0083,0x0084,0x0084
43,NtAlpcDeleteSecurityContext,0x007f,0x007f,0x007f,0x0080,0x0080,0x0081,0x0081,0x0081,0x0081,0x0083,0x0083,0x0083,0x0083,0x0083,0x0083,0x0083,0x0083,0x0083,0x0084,0x0085,0x0085
44,NtAlpcDisconnectPort,0x0080,0x0080,0x0080,0x0081,0x0081,0x0082,0x0082,0x0082,0x0082,0x0084,0x0084,0x0084,0x0084,0x0084,0x0084,0x0084,0x0084,0x0084,0x0085,0x0086,0x0086
45,NtAlpcImpersonateClientContainerOfPort,0x0081,0x0081,0x0081,0x0082,0x0082,0x0083,0x0083,0x0083,0x0083,0x0085,0x0085,0x0085,0x0085,0x0085,0x0085,0x0085,0x0085,0x0085,0x0086,0x0087,0x0087
46,NtAlpcImpersonateClientOfPort,0x0082,0x0082,0x0082,0x0083,0x0083,0x0084,0x0084,0x0084,0x0084,0x0086,0x0086,0x0086,0x0086,0x0086,0x0086,0x0086,0x0086,0x0086,0x0087,0x0088,0x0088
47,NtAlpcOpenSenderProcess,0x0083,0x0083,0x0083,0x0084,0x0084,0x0085,0x0085,0x0085,0x0085,0x0087,0x0087,0x0087,0x0087,0x0087,0x0087,0x0087,0x0087,0x0087,0x0088,0x0089,0x0089
48,NtAlpcOpenSenderThread,0x0084,0x0084,0x0084,0x0085,0x0085,0x0086,0x0086,0x0086,0x0086,0x0088,0x0088,0x0088,0x0088,0x0088,0x0088,0x0088,0x0088,0x0088,0x0089,0x008a,0x008a
49,NtAlpcQueryInformation,0x0085,0x0085,0x0085,0x0086,0x0086,0x0087,0x0087,0x0087,0x0087,0x0089,0x0089,0x0089,0x0089,0x0089,0x0089,0x0089,0x0089,0x0089,0x008a,0x008b,0x008b
50,NtAlpcQueryInformationMessage,0x0086,0x0086,0x0086,0x0087,0x0087,0x0088,0x0088,0x0088,0x0088,0x008a,0x008a,0x008a,0x008a,0x008a,0x008a,0x008a,0x008a,0x008a,0x008b,0x008c,0x008c
51,NtAlpcRevokeSecurityContext,0x0087,0x0087,0x0087,0x0088,0x0088,0x0089,0x0089,0x0089,0x0089,0x008b,0x008b,0x008b,0x008b,0x008b,0x008b,0x008b,0x008b,0x008b,0x008c,0x008d,0x008d
52,NtAlpcSendWaitReceivePort,0x0088,0x0088,0x0088,0x0089,0x0089,0x008a,0x008a,0x008a,0x008a,0x008c,0x008c,0x008c,0x008c,0x008c,0x008c,0x008c,0x008c,0x008c,0x008d,0x008e,0x008e
53,NtAlpcSetInformation,0x0089,0x0089,0x0089,0x008a,0x008a,0x008b,0x008b,0x008b,0x008b,0x008d,0x008d,0x008d,0x008d,0x008d,0x008d,0x008d,0x008d,0x008d,0x008e,0x008f,0x008f
54,NtApphelpCacheControl,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c,0x004c
55,NtAreMappedFilesTheSame,0x008a,0x008a,0x008a,0x008b,0x008b,0x008c,0x008c,0x008c,0x008c,0x008e,0x008e,0x008e,0x008e,0x008e,0x008e,0x008e,0x008e,0x008e,0x008f,0x0090,0x0090
56,NtAssignProcessToJobObject,0x008b,0x008b,0x008b,0x008c,0x008c,0x008d,0x008d,0x008d,0x008d,0x008f,0x008f,0x008f,0x008f,0x008f,0x008f,0x008f,0x008f,0x008f,0x0090,0x0091,0x0091
57,NtAssociateWaitCompletionPacket,0x008c,0x008c,0x008c,0x008d,0x008d,0x008e,0x008e,0x008e,0x008e,0x0090,0x0090,0x0090,0x0090,0x0090,0x0090,0x0090,0x0090,0x0090,0x0091,0x0092,0x0092
58,NtCallEnclave,,,,,0x008e,0x008f,0x008f,0x008f,0x008f,0x0091,0x0091,0x0091,0x0091,0x0091,0x0091,0x0091,0x0091,0x0091,0x0092,0x0093,0x0093
59,NtCallbackReturn,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005,0x0005
60,NtCancelDeviceWakeupRequest,,,,,,,,,,,,,,,,,,,,,
61,NtCancelIoFile,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d,0x005d
62,NtCancelIoFileEx,0x008d,0x008d,0x008d,0x008e,0x008f,0x0090,0x0090,0x0090,0x0090,0x0092,0x0092,0x0092,0x0092,0x0092,0x0092,0x0092,0x0092,0x0092,0x0093,0x0094,0x0094
63,NtCancelSynchronousIoFile,0x008e,0x008e,0x008e,0x008f,0x0090,0x0091,0x0091,0x0091,0x0091,0x0093,0x0093,0x0093,0x0093,0x0093,0x0093,0x0093,0x0093,0x0093,0x0094,0x0095,0x0095
64,NtCancelTimer,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061,0x0061
65,NtCancelTimer2,0x008f,0x008f,0x008f,0x0090,0x0091,0x0092,0x0092,0x0092,0x0092,0x0094,0x0094,0x0094,0x0094,0x0094,0x0094,0x0094,0x0094,0x0094,0x0095,0x0096,0x0096
66,NtCancelWaitCompletionPacket,0x0090,0x0090,0x0090,0x0091,0x0092,0x0093,0x0093,0x0093,0x0093,0x0095,0x0095,0x0095,0x0095,0x0095,0x0095,0x0095,0x0095,0x0095,0x0096,0x0097,0x0097
67,NtChangeProcessState,,,,,,,,,,,,,,,0x0096,0x0096,0x0096,0x0096,0x0097,0x0098,0x0098
68,NtChangeThreadState,,,,,,,,,,,,,,,0x0097,0x0097,0x0097,0x0097,0x0098,0x0099,0x0099
69,NtClearAllSavepointsTransaction,,,,,,,,,,,,,,,,,,,,,
70,NtClearEvent,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e,0x003e
71,NtClearSavepointTransaction,,,,,,,,,,,,,,,,,,,,,
72,NtClose,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f,0x000f
73,NtCloseObjectAuditAlarm,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b,0x003b
74,NtCommitComplete,0x0091,0x0091,0x0091,0x0092,0x0093,0x0094,0x0094,0x0094,0x0094,0x0096,0x0096,0x0096,0x0096,0x0096,0x0098,0x0098,0x0098,0x0098,0x0099,0x009a,0x009a
75,NtCommitEnlistment,0x0092,0x0092,0x0092,0x0093,0x0094,0x0095,0x0095,0x0095,0x0095,0x0097,0x0097,0x0097,0x0097,0x0097,0x0099,0x0099,0x0099,0x0099,0x009a,0x009b,0x009b
76,NtCommitRegistryTransaction,,,0x0093,0x0094,0x0095,0x0096,0x0096,0x0096,0x0096,0x0098,0x0098,0x0098,0x0098,0x0098,0x009a,0x009a,0x009a,0x009a,0x009b,0x009c,0x009c
77,NtCommitTransaction,0x0093,0x0093,0x0094,0x0095,0x0096,0x0097,0x0097,0x0097,0x0097,0x0099,0x0099,0x0099,0x0099,0x0099,0x009b,0x009b,0x009b,0x009b,0x009c,0x009d,0x009d
78,NtCompactKeys,0x0094,0x0094,0x0095,0x0096,0x0097,0x0098,0x0098,0x0098,0x0098,0x009a,0x009a,0x009a,0x009a,0x009a,0x009c,0x009c,0x009c,0x009c,0x009d,0x009e,0x009e
79,NtCompareObjects,0x0095,0x0095,0x0096,0x0097,0x0098,0x0099,0x0099,0x0099,0x0099,0x009b,0x009b,0x009b,0x009b,0x009b,0x009d,0x009d,0x009d,0x009d,0x009e,0x009f,0x009f
80,NtCompareSigningLevels,,,,0x0098,0x0099,0x009a,0x009a,0x009a,0x009a,0x009c,0x009c,0x009c,0x009c,0x009c,0x009e,0x009e,0x009e,0x009e,0x009f,0x00a0,0x00a0
81,NtCompareTokens,0x0096,0x0096,0x0097,0x0099,0x009a,0x009b,0x009b,0x009b,0x009b,0x009d,0x009d,0x009d,0x009d,0x009d,0x009f,0x009f,0x009f,0x009f,0x00a0,0x00a1,0x00a1
82,NtCompleteConnectPort,0x0097,0x0097,0x0098,0x009a,0x009b,0x009c,0x009c,0x009c,0x009c,0x009e,0x009e,0x009e,0x009e,0x009e,0x00a0,0x00a0,0x00a0,0x00a0,0x00a1,0x00a2,0x00a2
83,NtCompressKey,0x0098,0x0098,0x0099,0x009b,0x009c,0x009d,0x009d,0x009d,0x009d,0x009f,0x009f,0x009f,0x009f,0x009f,0x00a1,0x00a1,0x00a1,0x00a1,0x00a2,0x00a3,0x00a3
84,NtConnectPort,0x0099,0x0099,0x009a,0x009c,0x009d,0x009e,0x009e,0x009e,0x009e,0x00a0,0x00a0,0x00a0,0x00a0,0x00a0,0x00a2,0x00a2,0x00a2,0x00a2,0x00a3,0x00a4,0x00a4
85,NtContinue,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043,0x0043
86,NtContinueEx,,,,,,,,,,0x00a1,0x00a1,0x00a1,0x00a1,0x00a1,0x00a3,0x00a3,0x00a3,0x00a3,0x00a4,0x00a5,0x00a5
87,NtConvertBetweenAuxiliaryCounterAndPerformanceCounter,,,,0x009d,0x009e,0x009f,0x009f,0x009f,0x009f,0x00a2,0x00a2,0x00a2,0x00a2,0x00a2,0x00a4,0x00a4,0x00a4,0x00a4,0x00a5,0x00a6,0x00a6
88,NtCopyFileChunk,,,,,,,,,,,,,0x00a3,0x00a3,0x00a5,0x00a5,0x00a5,0x00a5,0x00a6,0x00a7,0x00a7
89,NtCreateCpuPartition,,,,,,,,,,,,,,,,,0x00a6,0x00a6,0x00a7,0x00a8,0x00a8
90,NtCreateCrossVmEvent,,,,,,,,0x00a0,0x00a0,0x00a3,0x00a3,0x00a3,0x00a4,0x00a4,0x00a6,0x00a6,0x00a7,0x00a7,0x00a8,0x00a9,0x00a9
91,NtCreateCrossVmMutant,,,,,,,,,,0x00a4,0x00a4,0x00a4,0x00a5,0x00a5,0x00a7,0x00a7,0x00a8,0x00a8,0x00a9,0x00aa,0x00aa
92,NtCreateDebugObject,0x009a,0x009a,0x009b,0x009e,0x009f,0x00a0,0x00a0,0x00a1,0x00a1,0x00a5,0x00a5,0x00a5,0x00a6,0x00a6,0x00a8,0x00a8,0x00a9,0x00a9,0x00aa,0x00ab,0x00ab
93,NtCreateDirectoryObject,0x009b,0x009b,0x009c,0x009f,0x00a0,0x00a1,0x00a1,0x00a2,0x00a2,0x00a6,0x00a6,0x00a6,0x00a7,0x00a7,0x00a9,0x00a9,0x00aa,0x00aa,0x00ab,0x00ac,0x00ac
94,NtCreateDirectoryObjectEx,0x009c,0x009c,0x009d,0x00a0,0x00a1,0x00a2,0x00a2,0x00a3,0x00a3,0x00a7,0x00a7,0x00a7,0x00a8,0x00a8,0x00aa,0x00aa,0x00ab,0x00ab,0x00ac,0x00ad,0x00ad
95,NtCreateEnclave,,0x009d,0x009e,0x00a1,0x00a2,0x00a3,0x00a3,0x00a4,0x00a4,0x00a8,0x00a8,0x00a8,0x00a9,0x00a9,0x00ab,0x00ab,0x00ac,0x00ac,0x00ad,0x00ae,0x00ae
96,NtCreateEnlistment,0x009d,0x009e,0x009f,0x00a2,0x00a3,0x00a4,0x00a4,0x00a5,0x00a5,0x00a9,0x00a9,0x00a9,0x00aa,0x00aa,0x00ac,0x00ac,0x00ad,0x00ad,0x00ae,0x00af,0x00af
97,NtCreateEvent,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048,0x0048
98,NtCreateEventPair,0x009e,0x009f,0x00a0,0x00a3,0x00a4,0x00a5,0x00a5,0x00a6,0x00a6,0x00aa,0x00aa,0x00aa,0x00ab,0x00ab,0x00ad,0x00ad,0x00ae,0x00ae,0x00af,0x00b0,0x00b0
99,NtCreateFile,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055,0x0055
100,NtCreateIRTimer,0x009f,0x00a0,0x00a1,0x00a4,0x00a5,0x00a6,0x00a6,0x00a7,0x00a7,0x00ab,0x00ab,0x00ab,0x00ac,0x00ac,0x00ae,0x00ae,0x00af,0x00af,0x00b0,0x00b1,0x00b1
101,NtCreateIoCompletion,0x00a0,0x00a1,0x00a2,0x00a5,0x00a6,0x00a7,0x00a7,0x00a8,0x00a8,0x00ac,0x00ac,0x00ac,0x00ad,0x00ad,0x00af,0x00af,0x00b0,0x00b0,0x00b1,0x00b2,0x00b2
102,NtCreateIoRing,,,,,,,,,,,,,,,,0x00b0,0x00b1,0x00b1,0x00b2,0x00b3,0x00b3
103,NtCreateJobObject,0x00a1,0x00a2,0x00a3,0x00a6,0x00a7,0x00a8,0x00a8,0x00a9,0x00a9,0x00ad,0x00ad,0x00ad,0x00ae,0x00ae,0x00b0,0x00b1,0x00b2,0x00b2,0x00b3,0x00b4,0x00b4
